id,clarification_question
60246,"i get the impression from some of your responses under my answer that you're in communication with a third party , perhaps a supervisor or some such , relaying answers and responses to them . is this the case ?"
60260,"woudldn't the best threshold depend on the data . if you have only univariate data , then gini will say "" cut all but the information-holding variable "" . if your variables are all equally informative , wouldn't gini say "" keep them all "" ?"
60376,"are you talking about doing a meta-analysis on a series of experiments , or testing if several groups differ from each other where you have a series of observations w / i each group ?"
60355,not sure to understand . does that mean that $ n_3 ( t ) equiv 0 $ when $ v_1 geq c $ ?
60418,are you talking about classification or regression ?
60537,"can you not have something like "" if value = = missing then value = mean ( feature ) "" ?"
60549,do you mean $ e [ x mid x ] $ ?
61400,the first call to mva . pairs is conventional . we compare each array to a reference array ( synthetic in some versions ) . the difference between each array and this reference should not depend on avg expression . i am not familiar with the second version . you have computed a fold-change based on a phenotype . is there any expectation that this should not relate to avg expression ?
61582,can you be more specific about the nature of the data and especially the intention of the mapping ( a visualization ) ?
61649,"you may already know this , but maps with zip codes are going to be odd . there are some zip codes that are a single building and that have no residents . the largest zip code , 89049 is over 800 square miles . what is the purpose of this map ?"
61682,$ ( mu- frac { delta ^ 2 } { 2 } ) t $ correct ?
61742,"because it's unlikely any such transformation can be found , may i ask instead why it even matters ?"
61918,do you have a single website that you are changing / manipulating yourself or are you testing a collection of real websites ?
61932,what specifically do you want to measure ?
61944,have you tried _anything_ at all to find the answers ?
62059,what do you want to do with the model ?
62127,where can we find the ` matcor ` function ?
62220,are you saying that you have an n of about 5 ?
62227,is this a question ?
62337,what were the numbers ?
63010,$ x_j $ is the same for all $ i $ ?
63221,"if you take the log of the dependent variable , then you lose all observations with zero , i . e . , 50 % . i wouldn't do that . what is the ratio exactly ?"
63472,"what are "" x and y wind speeds "" ?"
63537,what is it that you actually need help with ?
63698,what package / function do you use to fit the gee in ` r ` ?
63764,thanks for the explanations . a few comments : 1 ) why do ` y1_real ` and ` y2_real ` not have indices when calculating ` y3_real ` ?
61907,"who is "" field "" and where is this said ?"
63941,"regarding the cfa , might your problem be solved by dropping a problematic item ?"
64335,"your question seems pretty broad ( i . e . , how do you analyse data ?"
64437,are you asking if there's an analog of ( say ) cohen's kappa for interrater reliability when you have only one rater ?
64666,` gower's similarity coefficient is generally not compatible with ward's method ` you might have also read that it is not comatible with k-means as well . because k-means and ward are relatives . won't you prefer k-medoids in place of k-means ?
64694,"ss of deviations ( "" error "" ) from _what_ ?"
64738,why are you doing median splits ?
64953,"in your actual problem , is the thing you want to predict cyclical ( like time ?"
65017,what software are you using ?
65252,what hypothesis do you mean to test with the t-test ?
65578,what type of sequences are we talking about ( continuous variable or discrete ?
66051,"ttnphns testing and estimation are different concepts : parameters can be estimated without any test being performed ( * e . g . * , many opinion polls provide only parameter estimates and no tests ) and not all hypothesis tests require anything to be estimated ( * e . g . * , what is the kolmogorov-smirnov test estimating ?"
66110,"what does "" cte "" mean ?"
66191,what are your performance criteria ?
67047,"did you mean "" the best curve [ . . . ] is _not_ a horizontal line "" ?"
67058,did you have a population measure of association in mind that you want the new sample to have ( presumably one like the sample measure on the target sample ) ?
